id,name,org_id,location_id,satus,details,open_hours,is_online_only,is_application_only,eligibility,cost_id,contact_id,language_info,log_id,keyword_id
59,Narcotics Anonymous,19,29,Active,Christ center Nar-Anon 12-step for those effected by the addict.,"Mondays, 6pm-7pm ",,,NONE,70,181,No listed language support,181,70
60,Emergency Shelter,20,30,Waitlist Only,"Families are assessed at the Family Promise Center and space is available, we move a family to a Neighborhood Site where they can take showers, receive case management, and look for housing and jobs, all in a family-friendly setting. With volunteers giving their time, making meals, and sharing hospitality, family homelessness is addressed without the creation of expensive shelters.",24hrs a day,,,,71,182,No listed language support,182,71
61,Landlord Engagement Program,20,30,Active,"There are many community-minded landlords who want to make a difference for vulnerable families, but have valid concerns about their properties and businesses. The Landlord Engagement Program is the solution. Through a formal partnership with Family Promise, landlords receive tiered benefits depending on their agreement, ensuring that landlords secure the needed support to fulfill their desire to help vulnerable families.",Call during standard business hours.,,,Must be enrolled in Family Promise case management.,72,183,No listed language support,183,72
62,Rental Assistance / Case Management,20,30,Active,Preventing families from becoming homeless through rental assistance and targeted case-management is essential to what we do.,Call during standard business hours.,,,,73,184,No listed language support,184,73
283,Stabilization Program,20,31,Active,"Family Promise of Spokane works with newly or unstably housed families for up to two years, providing ongoing life skills training, mentorship, and personalized case management aimed at equipping the family toward long-term self-sufficiency. ",Call during business hours.,,,,74,185,No listed language support,185,74
63,Brain Cancer Grant,21,32,Temporary Closure,"Assists patients and caregivers facing financial hardship as a result of a brain cancer diagnosis.

The grant cap for this fund is $1,000. This can be paid as a direct check, toward eligible bills, or a combination of the two.",Apply Online,,,"'- Brain cancer diagnosis
- Currently in active treatment in the US or US territory
- Healthcare professional who can confirm where the patient is receiving treatment.
- Federal Poverty Level (FPL) of 300% or less",75,186,No listed language support,186,75
64,Breast Cancer Grant,21,32,Temporary Closure,"Assists patients and caregivers facing financial hardship as a result of a breast cancer diagnosis.

The grant cap for this fund is $1,000. This can be paid as a direct check, toward eligible bills, or a combination of the two.",Apply Online,,,"'- Breast cancer diagnosis
- Currently in active treatment in the US or US territory
- Healthcare professional who can confirm where the patient is receiving treatment
- Federal Poverty Level (FPL) of 300% or less",76,187,No listed language support,187,76
65,Cervical Cancer Grant,21,32,Temporary Closure,Assists patients and caregivers facing financial hardship as a result of a cervical cancer diagnosis.,Apply Online,,,"'- Cervical cancer diagnosis
- Currently in active treatment in the US or US territory.
- Must be a healthcare professional who can confirm where the patient is receiving treatment
- Federal Poverty Level (FPL) of 300% or less",77,188,No listed language support,188,77
66,Clinical Trial Access Grant,21,32,Active,"Assists patients and caregivers facing financial hardship as a result of participation in a clinical trial for a cancer diagnosis.

The maximum grant amount for this fund is $3,200. A Family Reach Navigator will work with you to determine the best grant amount based on the household’s specific needs.",Apply Online,,,"'- Participation in a clinical trial based in the US or a US territory that is intended to actively treat a cancer diagnosis
- Expected household income for this year is within 300% of the Federal Poverty Level (FPL)
- Application must be submitted by a member of the healthcare team where the patient is receiving treatment",78,189,No listed language support,189,78
67,General Funding Grant,21,32,Temporary Closure,Assists patients and caregivers facing financial hardship as a result of a cancer diagnosis.,Apply Online,,,"'- Currently in active treatment in the US or US territory.
- Healthcare professional who can confirm where the patient is receiving treatment.
- Federal Poverty Level (FPL) of 300% or less",79,190,No listed language support,190,79
68,Multiple Myeloma Grant,21,32,Temporary Closure,"Assists patients and caregivers facing financial hardship as a result of a multiple myeloma diagnosis.

The grant cap for this fund is $1,000. This can be paid as a direct check, toward eligible bills, or a combination of the two.",Apply Online,,,"'- Multiple myeloma cancer diagnosis
- Currently in active treatment in the US or US territory
- Must be a healthcare professional who can confirm where the patient is receiving treatment
- Federal Poverty Level (FPL) of 300% or less",80,191,No listed language support,191,80
69,Pediatric Grant,21,32,Temporary Closure,Assists pediatric patients and their caregivers facing financial hardship as a result of a cancer diagnosis.,Apply Online,,,"'- Currently in active treatment in the US or US territory.
- Healthcare professional who can confirm where the patient is receiving treatment.
- Federal Poverty Level (FPL) of 300% or less
- Pediatric diagnosis of someone 18 years or younger",81,192,No listed language support,192,81
253,Registration Assistance,105,33,Active,"FROC can assist with registration in the following ways:

* Register all school-aged children in a family at one location.
* Determine which school each child will attend.
* Arrange transportation for students if needed.
* Provide interpreter services in the family’s primary language.
* Provide orientation on district policies, including basic translated information.
* Complete WIDA Screener assessment and secondary placement testing
* Introduce the family to the ELD program and its services.
* Notify the receiving school that children are ready for placement and provide an orientation meeting at the school site.
* Prepare registration packet for receiving schools and family.


**What do I need to bring with me to register?**

1. **Documentation of student age** (e.g., a birth certificate, foreign birth certificate, passport, adoption record, previously verified school records, or any other documents permitted by law) is required for students who have not previously enrolled in school. Kindergarten students must be 5 on or before Aug. 31, first graders must be 6.
2. **Proof of residency**. This can be a current driver's license or ID, or a current utility bill.
3. **Registration forms**. These are available at the school, or you can [download the entire registration packet here](https://5il.co/2bmvk). (or see attached)",Please call to make an appointment,,checked,Must be an immigrant or refugee whose first language is not English and who does not speak English at home.,82,193,Access to all kinds of interpreters | ALL LANGUAGES,193,82
70,Barton English Language School,22,34,Active,The Barton School is a non-profit organization comprised of educational professionals and experienced volunteers who are dedicated to walking through the language learning process with students. Their teachers use a variety of instructional approaches to match the diverse needs of language learners. They primarily focus on teaching English that adult students will encounter during their daily lives. Childcare is available onsite for ages 0-5 years old for any individual who is taking classes.,"Mondays / Wednesdays / Fridays, 9 AM - 11:30 AM",,,NONE,83,194,No listed language support,194,83
71,Bail Assistance,23,35,Active,For bails under $500 only.,Apply Online,,,Defined on form,84,195,No listed language support,195,84
72,Housing Assistance,23,35,Active,We offer swift housing with a turnaround time of 48 hours to homeless individuals seeking immediate shelter.,Call during regular business hours,,,Defined on contact,85,196,No listed language support,196,85
73,Social Security Assistance,23,35,Active,"We navigate disabled individuals through the complex processes and required paperwork, assisting them in receiving Social Security and SSI benefits.",Call during regular business hours,,,Defined on contact,86,197,No listed language support,197,86
74,Garland Little Food Pantry,24,36,Active,"The Wednesday Evening Community Journey Group stocks the Little Food Pantry on the East lawn of the church (by the Post Office). With the high level of food insecurity in our neighborhood, our pantry is one of the busiest in the city.",Call during standard business hours.,,,"Anyone in need is free to take food, notes of encouragement or a New Testament from the Food Pantry.",87,198,No listed language support,198,87
75,The Garland House,24,37,Active,The Sunday Morning Journey Group oversees the care and upkeep of the Garland House owned by Garland Church and operated in partnership with World Relief.  Newly arrived refugees are welcome to stay for up to 60 days before moving to their permanent home. Residents pay $250 per week.,Call during standard business hours.,,,Call for information.,88,199,No listed language support,199,88
76,English Language Program,25,38,Active,"Global Neighborhood offers free English classes for any refugee in the community. Classes focus on practical language skills and development serving language learnings level 1-6. 

Our language program seeks to empower students to successfully navigate life and work in the U.S. as well as identify and prioritize their personal, educational, and workplace goals. Refugees with higher English proficiency are more likely to secure employment in skilled occupations and earn higher salaries. Therefore, by increasing English language proficiency, Global Neighborhood directly enhances the earning potential of our refugee participants.",Enroll for class times.,,,Must be a refugee.,89,200,No listed language support,200,89
77,Job Readiness Program,25,38,Active,"Regardless of prior work experience or fluency in English, any former refugee who has relocated to Spokane can be connected to workplace training through Global Neighborhood's Job Readiness Program.

Acquiring the necessary job skills is the first step toward a fulfilling, self-sustaining new life in the U.S. We aim to ensure that every former refugee in Spokane who wants a job can find one. Refugees face several barriers to employment, including language and cultural barriers, difficulties navigating new systems, and no local references. The Job Readiness Program provides the necessary training, work experience, familiarity with a new language and culture, and local employment references for refugees experiencing barriers to employment.",Call during regular business hours.,,,Must be a refugee.,90,201,No listed language support,201,90
78,Basic Food Assistance Program,26,39,Active,We can help you apply for Basic Food Assistance (EBT cards) and assist with your annual review.,Call for an appointment.,,checked,NONE,91,202,No listed language support,202,91
79,Clothing Bank,26,39,Active,"Our clothing bank distributes donated clothing, shoes, blankets, coats and limited household items monthly.","Mondays, 2 PM - 5:45 PM
Wednesdays & Fridays, 1 PM - 3:45 PM",,,NONE,92,203,No listed language support,203,92
80,Food Bank,26,39,Active,Residents of Deer Park and Clayton can shop for non-perishable food once a month. They can also shop for bread and produce weekly. Residents of neighboring small towns may shop for bread and produce weekly.,"Mondays, 2 PM - 5:45 PM
Wednesdays & Fridays, 1 PM - 3:45 PM",,,NONE,93,204,No listed language support,204,93
81,Personal Hygiene,26,39,Active,"We distribute soap, shaving cream, feminine hygiene items, shampoo, toothpaste, toothbrushes, deodorant, makeup, diapers and wipes and other items as available.","Mondays, 2 PM - 5:45 PM
Wednesdays & Fridays, 1 PM - 3:45 PM",,,NONE,94,205,No listed language support,205,94
82,Supplemental Food for Senior Adults,26,39,Active,"Sometimes called Senior Boxes, Commodity Supplemental Food boxes are available for adults 60 or older who qualify by income. Call or visit us to see if you qualify.",Call for an appointment,,,Call or visit us to see if you qualify,95,206,No listed language support,206,95
83,Utility Assistance,26,39,Active,"Once per year we will provide assistance for Avista utility payments. Also once per year, we can provide limited assistance for Inland Power, City of Deer Park water, or other non-conventional utility needs.",Once per year. Call for an appointment,,checked,Call or visit us to see if you qualify,96,207,No listed language support,207,96
204,Homeownership Program,82,40,Waitlist Only,"Phone number with extension: (509) 534-2552 x221

Habitat for Humanity-Spokane partners with individuals and families in need of a safe affordable place to call home.

We believe that home is the beginning of a strong foundation. A Habitat home helps families develop a stable financial future, and a healthy place for a family and children to grow and thrive.

Habitat homeowners are active participants in building a better future for themselves and their families. They get a hand up, *not* a handout. They complete hundreds of hours of sweat equity building their own home and homes of other Habitat families, attend financial workshops and homebuyer classes, save for their closing costs and pay an affordable mortgage. It’s hard work but it’s worth it.

Habitat homeowners achieve strength, stability and self-reliance through shelter. Shelter they helped build.",By appointment only. Call during business hours to schedule an appointment.,,checked,"* An applicant’s household gross income must be less than 80% of Spokane County’s median income based on family size. (Chart visible on website)
* Prospective Habitat homeowners must demonstrate a need for safe and affordable housing, be able to pay an affordable mortgage, and be willing to partner with Habitat.",97,208,No listed language support,208,97
205,The Habitat Store,82,40,Active,"The Habitat Store is a nonprofit, home-improvement store that sells new and gently used donated furniture, appliances, home accessories, building materials and more to the public at a fraction of the retail price.","Tuesday - Saturday, 9 AM - 5 PM
(Closed Sunday - Monday)",,,NONE,98,209,No listed language support,209,98
84,Diversion,27,41,Active,"Diversion helps families identify housing options outside the formal homeless response system.

Diversion provides “light touch” case management that helps families to identify solutions to their housing crisis. Through problem solving conversations Diversion collaborates with households to help them avoid or resolve homelessness. At Homeless Resources, every household has the opportunity to partner with a Diversion specialist to review their housing situation and create a plan to overcome their housing challenge. Our Diversion Specialists are able to work with families for up to 30 days.

While we do not have financial assistance for direct housing costs such as rental arrears or security deposits, staff can assist with mediating a dispute with a landlord, relative or friend that can provide housing or in some cases provide limited flexible funding to support transportation or job-related expenses to help a family maintain the income needed to move into housing.","Monday - Thursday, 8 AM - 3 PM",,,Must be at risk of homelessness.,99,210,No listed language support,210,99
85,Homeless Family Coordinated Assessment (HFCA),27,41,Active,"Families experiencing housing instability can be pre-screened for HFCA by filling out a secure online application located here: https://hfca.cceasternwa.org/

Many agencies and programs are available to help families* that are experiencing homelessness, so when families face an unstable housing situation it can be difficult for them to know where to go.

HFCA provides families with a centralized point of entry to access housing resources. Through HFCA, families meet with a Coordinated Entry Specialist who first utilizes Diversion strategies to determine if a family’s housing crisis can be resolved outside of the formalized homeless response system. If Diversion is not a good fit to meet the household’s needs a vulnerability assessment is used to pre-screen their eligibility for services. Once screened the family is placed in a priority pool. When a vacancy becomes available households in the pool are connected directly to the housing resource.

HFCA does not provide families with immediate housing; instead, HFCA guides families in Spokane County toward homeless housing resources. Because homeless housing resources are limited, there is no guarantee of housing through HFCA. Households are prioritized based on their barriers and vulnerabilities.  

* Families include one or more parent/guardian with kids in custody, at least 51% of the time, or that are currently pregnant. Homeless individuals and couples without children can get help through the Singles Homeless Coordinated Assessment operated by SNAP.",Apply online.,,,Application provides eligibility.,100,211,No listed language support,211,100
86,Rapid Rehousing,27,15,Active,"Many households experiencing homelessness need to access additional financial resources to move into a new housing unit.

After completing pre-screening by HFCA, households experiencing homelessness or living in a shelter may be referred to the Rapid Rehousing program. Through Rapid Rehousing, households can access short-term financial support and case management services that help them get into private apartments and public housing.

In this family-centered program, households conduct their own housing search. If households request it, Catholic Charities assists them with identifying housing vacancies, completing applications, writing letters of appeal and answering questions about the lease-signing process.

Households receive assistance with move-in costs, such as application fees and security deposits. Catholic Charities ensures the unit passes quality standards before paying the landlord. Our landlord liaison identifies landlords willing to partner with Rapid Rehousing tenants and addresses with the landlord any concerns households have while living in their apartments.",Fluctuates with needs of client. Enroll for specific times.,,,Pre-screening defines eligibility.,101,212,No listed language support,212,101
87,Daily Services,28,42,Active,"Daily services that support the body, mind and spirit of our clients include: 
Case management and peer support, barber services, White Bison meetings, movie and bingo events, garden and music club.
- Breakfast and Lunch and Dinner served daily to those who slept the night before
- Showers and the Resource Room with select personal care items available are open daily
- SSI/SSDI attorney available Thursdays 9:00-12:00pm","Monday - Friday, 8:30 AM - 4:30 PM",,,NONE,102,213,No listed language support,213,102
88,Men's Sleeping Program,28,42,Active,"Since 1979, the Men's Sleeping Program has allowed men from all walks of life in the Spokane Area to take refuge in a bed rather than being out on the streets at night.
- Clients can start checking in at 5:00 pm but no later than 8:00 pm
- Anyone that slept the night before can remain on-site for the full day","Check-in is 5 PM, check-in closes at 8 PM",,,NONE,103,214,No listed language support,214,103
89,Providence House of Charity Medical Clinic,28,90,Active,"The Medical Clinic was founded in 1976 as an outreach of Sacred Heart Medical Center and once found its home in small quarters at the HOC. In 2017, the clinic moved into a new facility just one block from the shelter. It offers longer hours and now has the capacity to care for more unserved patients than ever before.","Monday - Friday, 8:30 AM - 4:30 PM",,,NONE,104,215,No listed language support,215,104
90,Residential Client Program,28,42,Active,"Our RC Program is a client volunteer, workforce development program that aims to advance education and training while developing a healthy community.
- Clients work 20 hours a week in exchange for room and board.
- Goal: Participants gain the experience and tools they can use to find employment.
- Case management and Worksource classes are provided to all RC clients.",Individualized per client. Inquire for specifics.,,,NONE,105,216,No listed language support,216,105
91,Transitional Respite Program,28,42,Active,"One of the best medicines for people recovering from illness or injury is the ability to rest in a safe and comfortable environment. Respite at HOC is a nationally recognized program in partnership with Providence Healthcare and the 2016 winner of The Catholic Health Association of the United States ""Achievement Citation Award - For innovative programming that changes lives""
- Clients are provided with a place to recuperate
- Referred by Providence and other local hospitals and clinics
- Case management services provided to all Respite clients and work to build each person’s social determinants of health while working towards permanent housing.",Call during regular business hours.,,,NONE,106,217,No listed language support,217,106
92,Attachment Vitamins,29,25,Active,"This program is designed to assist caregivers in understanding early childhood development. The primary goal of AV is to provide caregivers with knowledge about early childhood development, toxic stress, and trauma, enabling them to better understand and respond to their child’s needs. Additionally, the program aims to help caregivers set parenting goals, strengthen the parent-child relationship, and manage challenging behaviors.",Call during regular business hours,,,"- Living in the U.S. 5 years or less.
- Parents or caregivers of children aged from 0 to 5 years.",107,218,No listed language support,218,107
93,Extended Case Management - PRIME,29,25,Active,"The PRIME extended case management program serves clients who are out of their resettlement period and are struggling with multiple challenges and need ongoing case management to achieve self-sufficiency. Case manager will conduct an intake to ensure that the client qualifies and then collaboratively develop a comprehensive service plan that outlines realistic goals. Case manager will link participants in need of services or benefits to local resources. Some services that have been provided in the past include eviction mitigation, connection to rental/utility/transportation assistance, connection to health programs or health care providers, connection to childcare providers, connection to legal assistance related to family law, and coaching on how to navigate housing. There is no financial support directly available from PRIME services.  ",Call during regular business hours for an appointment.,,,"- Must be age 16+ 
- Resided in US for 5 years or less  
- Not eligible in their first 90 days  
- Not enrolled in R&P, MG, PC, or other funded case management services ",108,219,No listed language support,219,108
94,Financial Stress Management,29,25,Active,"This program provides an in-depth understanding of the basics of the U.S. financial system, various types of financial stress, their impacts on health, and strategies for building healthy credit and managing day-to-day financial stress. Participants will be able to learn the basic knowledge of different types of financial stressors, and their impact on their activities, learn the basics of budgeting, credit management strategies, etc.",Call during regular business hours,,,"- Afghan and Ukrainian
- +15 age
- Living in the U.S. less than 5 years
- Persons under Diversity Visas are not eligible",109,220,No listed language support,220,109
95,Harassment Stress Management,29,25,Temporary Closure,"These sessions aim to boost confidence, improve community mobility, and enhance a sense of safety during our clients’ daily commutes, addressing immediate stress concerns. 

A key focus is introducing participants to local health and safety services, aiding their transition into the community. This strategic approach ensures individuals are well-informed and connected to essential resources, facilitating a smoother integration process.",Call during regular business hours,,,Info coming soon.,110,221,No listed language support,221,110
96,Intensive Case Management - PC,29,25,Active,"The Preferred Communities (PC) Intensive Case Management (ICM) program serves clients identified as highly vulnerable/ at-risk and who require more than six months of ongoing intensive services. Individuals are enrolled into ICM, not households or families, and serve as active partners throughout the service period. This allows for tailored case management that focuses on individual needs, creating sustainable action items to address barriers and identified vulnerabilities. 

As with other case management programs, the goal of ICM is self-sufficiency.",Call during regular business hours for an appointment.,,,"- In the U.S. 5 years or less
- Not receiving duplicated services from other programs
- Can serve secondary migrants, asylees, and individuals resettled by other agencies if otherwise eligible",111,222,No listed language support,222,111
97,Mental Health Interventions,29,25,Active,"We serve clients who may be experiencing mental health concerns including but not limited to behavioral health issues, suicide ideation, and substance use disorders. We can also provide interventions for clients undergoing safety concerns like abuse, harassment, neglect, exploitation, and other issues related to interpersonal violence.  

We will assess, respond, provide interventions and follow-up care for clients of concern as needed.",Call during regular business hours,,,"'- 16+ years of age, minors will need consent from a legal guardian.
- Arrived with status of; Refugee, Asylee (granted), SIV, Amerasian, Humanitarian Parolee (Afghan or Ukrainian arrival prior to 1/1/2023), Cuban/Haitian entrants, as well as T and U visa holders (some exceptions).
- Participants must have been in the US for less than 5 years and not yet be a US Citizen.
- Diversity visa holders are not eligible.",112,223,No listed language support,223,112
98,Pathways to Wellness,29,25,Active,"This ten-week course aimed at helping individuals understand the fundamentals of culture and cultural adaptation, and to enhance their ability to integrate into a new culture in a healthy manner. The program supports the emotional well-being of refugees by promoting adjustment, self-sufficiency, and community connections.",Call during regular business hours,,,"- +15 age
- Living in the U.S. less than 5 years
- Persons under Diversity Visas are not eligible",113,224,No listed language support,224,113
99,Short-Term Case Management - PRIME,29,25,Active,"This short-term service is for clients facing small challenges in their journey to achieve self-sufficiency. These services are provided on a drop-in basis and do not include the same level of follow up as a long-term case management enrollment would.

When a client drops in, a case manager will conduct an intake to ensure that the client qualifies and then collaboratively develop a comprehensive service plan that outlines realistic goals. Case manager will link participants in need of services or benefits to local resources.

There is no financial support directly available from PRIME services. Different from the long-term prime case management, short term prime case management is designed for clients who need help short term and not on-going long-term case management which works closely with each step of clients’ progress. Clients who initially get short-term services can transfer to long-term prime case management if needs.

Examples of services provided through Short-term CM:  
- Eviction Mitigation
- Connection to rental/utility/transportation assistance
- Connection to health programs or health care providers
- Assistance finding childcare providers
- Informal referral to legal assistances related to family law
- Coaching on how to navigate housing",Call during regular business hours for an appointment.,,,"- Must be age 16+ 
- Resided in US for 5 years or less  
- Not eligible in their first 90 days  
- Not enrolled in R&P, MG, PC, or other funded case management services ",114,225,No listed language support,225,114
100,Conversation Sessions,30,44,Active,"Practice English one-to-one with American women who want to meet you and talk about real-life topics like family, food and friendship! All sessions are held online using Zoom.","Rolling service times with the season, confirm availability online.
May 2, 9, 16 - Thursdays, 7 PM - 8 PM (Central Time)
May 3, 10, 17 - Fridays 10:30 AM - 12 PM (Central Time)",,,Must be a woman.,115,226,No listed language support,226,115
101,Pronunciation Classes,30,44,Temporary Closure,"Classes are taught by volunteer Speech Language Pathologists: Gail Totten, Kate Anderson, and Viki Schmidt. The purpose of each class is to help Learners speak English more clearly and naturally so they can communicate effectively with native English speakers. All classes are held online via Zoom.","Rolling service times with the season, confirm availability online.",,,"- Must be a woman.
- New Learners need to have attended at least 5 Conversation Sessions with Ladies Let’s Talk.
- New Learners also need to be Intermediate-Advanced English speakers. Learners with this level of English will benefit the most from our classes.",116,227,No listed language support,227,116
102,Immigration & Legal Aid,31,45,Active,"Manzanita Immigrant Legal Aid works with and for the immigrant community in Spokane to build stability and strength by providing low-cost, accessible legal services. We believe that legal aid, education, and community empowerment make Spokane a better place for all--a place where everyone has a chance to be welcomed and celebrated",Call during standard business hours.,,,Service Dependant.,117,228,No listed language support,228,117
210,Mead Food Bank,84,46,Active,We provide assistance to families and individuals living within the boundaries of the Mead School District and all of Washington State.,"Wednesdays, 4 PM - 6:45 PM
Sundays, 4 PM - 5 PM (bread / produce only)",,,Must reside within the boundaries of Mead School District,118,229,No listed language support,229,118
103,Non-Emergency Long Distance Medical Transportation,32,47,Active,"Patients are provided with gas cards, or commercial bus or Amtrak tickets to medical-related treatment. These trips are for non-local medical care more than 50 miles away. Gas cards are also available for multiple trips to local treatment.",Apply online.,,,"'- Must be traveling at least 50 miles from home to treatment facility.
- Applicants must apply 21 days before their flight/appointment date.
- Proof of Income: Family income; First page of your most recent Federal tax return, social security, Medicaid or disability statement.
- Verification of your medical appointment (a letter from your physician, a printed appointment reminder, or a screen shot of your patient portal showing the appointment date).",119,230,No listed language support,230,119
104,Non-Emergency Medical Flights,32,47,Active,"Mercy Medical Angels provides charitable, need-based commercial airline assistance for patients and one medically-necessary escort.",Apply online.,,,"'- Minimum of 21 days' notice before your travel date to consider flight assistance.
- Completed medical clearance form from the doctor who has recently physically seen the patient and knows they are going to this appointment. Our medical clearance form will be faxed to the doctor after we receive your application.
- Income verification which includes total household income and assets for everyone living in the household. Forms of verification include current year complete income tax return and current award letters from Disability and SSI (if applicable).
- Mercy Medical Angels may sponsor a round-trip for a patient and one non-medical attendant (if the doctor finds it medically necessary) on a commercial flight, coach seating.

The patient must:
- Be able to sit on their own once they are in the seat.
- Require little or no medical attention.
- Be able to transfer out of their wheelchair into their seat on the aircraft with little or no assistance (they cannot have someone literally pick them up and sit them in the seat).
- If the patient requires oxygen, some airlines may provide it during the flight. Otherwise, the patient must have a portable oxygen concentrator (POC) approved by the FAA or the airlines. Commercial airlines require no less than 48 hours advance notice to prepare for the equipment needed. The patient is responsible for making these arrangements and paying any travel fees associated with the oxygen.
- An income-based, minimal, nonrefundable airline ticket processing fee will be determined upon verification of all required income documentation.",120,231,No listed language support,231,120
245,Mid-City Concerns Senior Center Meals,101,48,Active,"The Mid-City Senior Center continues to provide hot lunch meals 5 days a week to Senior Center members 60 years of age and older. The suggested donation is $5.00 per hot lunch, or $25 membership paid up front for the year. Lunch is served at 11:30 A.M.","Monday - Friday, 11:30 AM",,,Must be a senior center member and 60+ years old,121,232,No listed language support,232,121
105,Dr. Martin Luther King Jr. Food Bank,33,49,Active,"Here at the Dr. Martin Luther King Jr. Food Bank, we strive to answer Dr. King Jr. by serving our community to ensure that no one goes hungry.   Clients can visit our Food Bank once a week.  Please have space in your trunk or flatbed for the pre-boxed food, if driving.","Mondays / Wednesdays / Fridays,  1 PM - 3 PM",,,"Proof of residency, government issued photo ID, ID for everyone in the household - including children.",122,233,No listed language support,233,122
106,Early Childhood Education and Assistance Program (ECEAP),33,49,Active,"The Early Childhood Education and Assistance Program (ECEAP) is a free preschool program for eligible children and their families. ECEAP focuses on the well-being of the whole child by providing nutrition, health, education, and family support services. The goal of ECEAP is to help all children enter kindergarten ready to succeed.",Call during standard business hours.,,,Children 3 years and older or 4 years old by August 31 are accepted into ECEAP based on the following: From a family with an annual income at or below 110 percent of the federal poverty level,123,234,No listed language support,234,123
107,"Fulfilment, Achievement, Maturity, Enrichment Program (FAME)",33,49,Active,"FAME is an after-school program for children K-6 grade who attend Grant, Sheridan or Franklin elementary schools. FAME provides: Homework Assistance- to help improve academic performance, Health and Nutrition- USDA approved snacks are provided, Best Practices- additional curriculums that teach the essential social skills such as problem-solving, emotional management, impulse control, and empathy, Enrichment Activities- ability to participate in non-academic programs (i.e.) field trips, gardening, dance classes, cooking classes, and art classes.",Call during standard business hours.,,,"Must attend either Grant, Sheridan, or Franklin Elementary Schools.",124,235,No listed language support,235,124
108,Senior Commodity Supplemental Food Program (CSFP),33,49,Active,"Senior Commodity Supplemental Food Program (CSFP) sponsored by 2nd Harvest, provides additional food once a month to seniors. In order to qualify for the CSFP Program one must be 60 years of age or older and have a household gross income of less than 130% of the Federal Poverty Guideline.  Inquire when you arrive at the Food Bank. Or call the center at 509-868-0856 and the Intake Coordinator will be able to assist you.","Mondays / Wednesdays / Fridays,  1 PM - 3 PM",,,"Proof of residency, government issued photo ID, and must be 60 years of age or older and have a household gross income of less than 130% of the Federal Poverty Guideline.",125,236,No listed language support,236,125
109,Senior Programs,33,49,Active,"Provides emotional, social, physical and educational activities focused around the needs of older adults. We provide a welcoming, inclusive environment where seniors can enjoy warm friendships, healthy activities, joyful experiences, and meaningful engagement as they age.",Call during standard business hours.,,,Must be at least 60 years old.,126,237,No listed language support,237,126
110,Summer Youth Academy (SYA),33,49,Active,SYA is a structured 8-10-week summer program designed to serve youth between the ages of 3-12. SYA provides an interactive learning environment designed to build self-esteem and promote diversity and cultural awareness. The program offers recreational activities and community service opportunities.,Call during standard business hours.,,,Must be within the ages of 3 to 12 years old.,127,238,No listed language support,238,127
111,Teen Tech Center,33,49,Active,"The U.S. is facing a rapidly rising shortage of people qualified for tech-reliant jobs. By 2020, 1.4
million jobs (77% of all jobs in the country) will require tech skills and only 400,000 people will
be trained for them. Teens from underserved communities are especially at-risk because they
lack the tech, training and mentoring to help them prep for careers.
The Teen Tech Center is equipped with technology and multimedia tools that can be used for
video production, graphic design, coding and much more.",Call during standard business hours.,,,Must be a teenager.,128,239,No listed language support,239,128
